Time,Temperature(°C)
2024/07/25 20:38:18,24.25
2024/07/25 20:38:19,24.25
2024/07/25 20:38:20,24.25
2024/07/25 20:38:21,24.25
2024/07/25 20:38:22,24.25
2024/07/25 20:38:23,24.1875
2024/07/25 20:38:24,24.25
2024/07/25 20:38:25,24.25
2024/07/25 20:38:26,24.25
2024/07/25 20:38:27,24.1875
2024/07/25 20:38:28,24.25
2024/07/25 20:38:29,24.25
2024/07/25 20:38:30,24.25
2024/07/25 20:38:31,24.25
2024/07/25 20:38:33,24.25
2024/07/25 20:38:34,24.25
2024/07/25 20:38:35,24.25
2024/07/25 20:38:36,24.25
2024/07/25 20:38:37,24.25
2024/07/25 20:38:38,24.25
2024/07/25 20:38:39,24.25
2024/07/25 20:38:40,24.25
2024/07/25 20:38:41,24.25
2024/07/25 20:38:42,24.25
2024/07/25 20:38:43,24.1875
2024/07/25 20:38:44,24.25
2024/07/25 20:38:45,24.1875
2024/07/25 20:38:46,24.1875
2024/07/25 20:38:47,24.25
2024/07/25 20:38:48,24.1875
2024/07/25 20:38:49,24.1875
2024/07/25 20:38:50,24.1875
2024/07/25 20:38:51,24.1875
2024/07/25 20:38:52,24.1875
2024/07/25 20:38:53,24.1875
2024/07/25 20:38:54,24.1875
2024/07/25 20:38:55,24.1875
2024/07/25 20:38:56,24.1875
2024/07/25 20:38:57,24.1875
2024/07/25 20:38:58,24.1875
2024/07/25 20:38:59,24.25
2024/07/25 20:39:00,24.1875
2024/07/25 20:39:02,24.1875
2024/07/25 20:39:03,24.25
2024/07/25 20:39:04,24.1875
2024/07/25 20:39:05,24.1875
2024/07/25 20:39:06,24.1875
2024/07/25 20:39:07,24.1875
2024/07/25 20:39:08,24.1875
2024/07/25 20:39:09,24.1875
2024/07/25 20:39:10,24.1875
2024/07/25 20:39:11,24.1875
2024/07/25 20:39:12,24.1875
2024/07/25 20:39:13,24.1875
2024/07/25 20:39:14,24.1875
2024/07/25 20:39:15,24.1875
2024/07/25 20:39:16,24.1875
2024/07/25 20:39:17,24.1875
2024/07/25 20:39:18,24.125
2024/07/25 20:39:19,24.1875
2024/07/25 20:39:20,24.1875
2024/07/25 20:39:21,24.1875
2024/07/25 20:39:22,24.1875
2024/07/25 20:39:23,24.1875
2024/07/25 20:39:24,24.1875
2024/07/25 20:39:25,24.1875
2024/07/25 20:39:26,24.1875
2024/07/25 20:39:27,24.125
2024/07/25 20:39:29,24.1875
2024/07/25 20:39:30,24.1875
2024/07/25 20:39:31,24.1875
2024/07/25 20:39:32,24.1875
2024/07/25 20:39:33,24.1875
2024/07/25 20:39:34,24.1875
2024/07/25 20:39:35,24.1875
2024/07/25 20:39:36,24.1875
2024/07/25 20:39:37,24.1875
2024/07/25 20:39:38,24.25
2024/07/25 20:39:39,24.1875
2024/07/25 20:39:40,24.1875
2024/07/25 20:39:41,24.1875
2024/07/25 20:39:42,24.1875
2024/07/25 20:39:43,24.1875
2024/07/25 20:39:44,24.25
2024/07/25 20:39:45,24.1875
2024/07/25 20:39:46,24.1875
2024/07/25 20:39:47,24.1875
2024/07/25 20:39:48,24.1875
2024/07/25 20:39:49,24.125
2024/07/25 20:39:50,24.1875
2024/07/25 20:39:51,24.1875
2024/07/25 20:39:52,24.1875
2024/07/25 20:39:53,24.1875
2024/07/25 20:39:54,24.1875
2024/07/25 20:39:55,24.1875
2024/07/25 20:39:56,24.1875
2024/07/25 20:39:57,24.1875
2024/07/25 20:39:58,24.1875
2024/07/25 20:40:00,24.125
2024/07/25 20:40:01,24.125
2024/07/25 20:40:02,24.125
2024/07/25 20:40:03,24.1875
2024/07/25 20:40:04,24.1875
2024/07/25 20:40:05,24.1875
2024/07/25 20:40:06,24.1875
2024/07/25 20:40:07,24.1875
2024/07/25 20:40:08,24.1875
2024/07/25 20:40:09,24.1875
2024/07/25 20:40:10,24.1875
2024/07/25 20:40:11,24.1875
2024/07/25 20:40:12,24.1875
2024/07/25 20:40:13,24.125
2024/07/25 20:40:14,24.125
2024/07/25 20:40:15,24.125
2024/07/25 20:40:16,24.125
2024/07/25 20:40:17,24.125
2024/07/25 20:40:18,24.125
2024/07/25 20:40:19,24.1875
2024/07/25 20:40:20,24.125
2024/07/25 20:40:21,24.125
2024/07/25 20:40:22,24.125
2024/07/25 20:40:23,24.125
2024/07/25 20:40:24,24.125
2024/07/25 20:40:25,24.125
2024/07/25 20:40:26,24.125
2024/07/25 20:40:27,24.1875
2024/07/25 20:40:29,24.125
2024/07/25 20:40:30,24.125
2024/07/25 20:40:31,24.1875
2024/07/25 20:40:32,24.1875
2024/07/25 20:40:33,24.125
2024/07/25 20:40:34,24.1875
2024/07/25 20:40:35,24.125
2024/07/25 20:40:36,24.1875
2024/07/25 20:40:37,24.1875
2024/07/25 20:40:38,24.1875
2024/07/25 20:40:39,24.125
2024/07/25 20:40:40,24.1875
2024/07/25 20:40:41,24.125
2024/07/25 20:40:42,24.1875
2024/07/25 20:40:43,24.1875
2024/07/25 20:40:44,24.1875
2024/07/25 20:40:45,24.125
2024/07/25 20:40:46,24.125
2024/07/25 20:40:47,24.1875
2024/07/25 20:40:48,24.1875
2024/07/25 20:40:49,24.125
2024/07/25 20:40:50,24.125
2024/07/25 20:40:51,24.1875
2024/07/25 20:40:52,24.1875
2024/07/25 20:40:53,24.125
2024/07/25 20:40:54,24.125
2024/07/25 20:40:55,24.125
2024/07/25 20:40:56,24.125
2024/07/25 20:40:57,24.125
2024/07/25 20:40:59,24.1875
2024/07/25 20:41:00,24.125
2024/07/25 20:41:01,24.125
2024/07/25 20:41:02,24.125
2024/07/25 20:41:03,24.1875
2024/07/25 20:41:04,24.125
2024/07/25 20:41:05,24.125
2024/07/25 20:41:06,24.125
2024/07/25 20:41:07,24.125
2024/07/25 20:41:08,24.125
2024/07/25 20:41:09,24.1875
2024/07/25 20:41:10,24.125
2024/07/25 20:41:11,24.125
2024/07/25 20:41:12,24.1875
2024/07/25 20:41:13,24.125
2024/07/25 20:41:14,24.1875
2024/07/25 20:41:15,24.125
2024/07/25 20:41:16,24.125
2024/07/25 20:41:17,24.125
2024/07/25 20:41:18,24.125
2024/07/25 20:41:19,24.1875
2024/07/25 20:41:20,24.1875
2024/07/25 20:41:21,24.125
2024/07/25 20:41:22,24.125
2024/07/25 20:41:23,24.125
2024/07/25 20:41:24,24.125
2024/07/25 20:41:25,24.1875
2024/07/25 20:41:26,24.125
2024/07/25 20:41:27,24.125
2024/07/25 20:41:28,24.125
2024/07/25 20:41:29,24.125
2024/07/25 20:41:30,24.125
2024/07/25 20:41:31,24.125
2024/07/25 20:41:32,24.125
2024/07/25 20:41:34,24.125
2024/07/25 20:41:35,24.125
2024/07/25 20:41:36,24.1875
2024/07/25 20:41:37,24.125
2024/07/25 20:41:38,24.1875
2024/07/25 20:41:39,24.1875
2024/07/25 20:41:40,24.125
2024/07/25 20:41:41,24.1875
2024/07/25 20:41:42,24.125
2024/07/25 20:41:43,24.1875
2024/07/25 20:41:44,24.1875
2024/07/25 20:41:45,24.125
2024/07/25 20:41:46,24.1875
2024/07/25 20:41:47,24.1875
2024/07/25 20:41:48,24.1875
2024/07/25 20:41:49,24.125
2024/07/25 20:41:50,24.1875
2024/07/25 20:41:51,24.1875
2024/07/25 20:41:52,24.1875
2024/07/25 20:41:53,24.1875
2024/07/25 20:41:54,24.1875
2024/07/25 20:41:55,24.125
2024/07/25 20:41:56,24.1875
2024/07/25 20:41:57,24.125
2024/07/25 20:41:58,24.1875
2024/07/25 20:41:59,24.1875
2024/07/25 20:42:00,24.125
2024/07/25 20:42:01,24.125
2024/07/25 20:42:02,24.125
2024/07/25 20:42:04,24.125
2024/07/25 20:42:05,24.125
2024/07/25 20:42:06,24.125
2024/07/25 20:42:07,24.125
2024/07/25 20:42:08,24.1875
2024/07/25 20:42:09,24.125
2024/07/25 20:42:10,24.1875
2024/07/25 20:42:11,24.1875
2024/07/25 20:42:12,24.1875
2024/07/25 20:42:13,24.1875
2024/07/25 20:42:14,24.125
2024/07/25 20:42:15,24.125
2024/07/25 20:42:16,24.125
2024/07/25 20:42:17,24.125
2024/07/25 20:42:18,24.125
2024/07/25 20:42:19,24.125
2024/07/25 20:42:20,24.0625
2024/07/25 20:42:21,24.125
2024/07/25 20:42:22,24.125
2024/07/25 20:42:23,24.125
2024/07/25 20:42:24,24.125
2024/07/25 20:42:25,24.125
2024/07/25 20:42:26,24.125
2024/07/25 20:42:27,24.1875
2024/07/25 20:42:28,24.1875
2024/07/25 20:42:29,24.1875
2024/07/25 20:42:30,24.1875
2024/07/25 20:42:31,24.125
2024/07/25 20:42:32,24.1875
2024/07/25 20:42:34,24.1875
2024/07/25 20:42:35,24.125
2024/07/25 20:42:36,24.125
2024/07/25 20:42:37,24.125
2024/07/25 20:42:38,24.1875
2024/07/25 20:42:39,24.1875
2024/07/25 20:42:40,24.125
2024/07/25 20:42:41,24.125
2024/07/25 20:42:42,24.125
2024/07/25 20:42:43,24.125
2024/07/25 20:42:44,24.125
2024/07/25 20:42:45,24.125
2024/07/25 20:42:46,24.125
2024/07/25 20:42:47,24.125
2024/07/25 20:42:48,24.125
2024/07/25 20:42:49,24.125
2024/07/25 20:42:50,24.125
2024/07/25 20:42:51,24.125
2024/07/25 20:42:52,24.125
2024/07/25 20:42:53,24.125
2024/07/25 20:42:54,24.125
2024/07/25 20:42:55,24.1875
2024/07/25 20:42:56,24.125
2024/07/25 20:42:57,24.125
2024/07/25 20:42:58,24.125
2024/07/25 20:43:00,24.125
2024/07/25 20:43:01,24.125
2024/07/25 20:43:02,24.125
2024/07/25 20:43:03,24.125
2024/07/25 20:43:04,24.125
2024/07/25 20:43:05,24.125
2024/07/25 20:43:06,24.125
2024/07/25 20:43:07,24.125
2024/07/25 20:43:08,24.125
2024/07/25 20:43:09,24.125
2024/07/25 20:43:10,24.125
2024/07/25 20:43:11,24.125
2024/07/25 20:43:12,24.125
2024/07/25 20:43:13,24.1875
2024/07/25 20:43:14,24.125
2024/07/25 20:43:15,24.125
2024/07/25 20:43:16,24.1875
2024/07/25 20:43:17,24.125
2024/07/25 20:43:18,24.125
2024/07/25 20:43:19,24.125
2024/07/25 20:43:20,24.125
2024/07/25 20:43:21,24.125
2024/07/25 20:43:22,24.125
2024/07/25 20:43:23,24.1875
2024/07/25 20:43:24,24.1875
2024/07/25 20:43:25,24.125
2024/07/25 20:43:26,24.1875
2024/07/25 20:43:27,24.125
2024/07/25 20:43:28,24.1875
2024/07/25 20:43:30,24.1875
2024/07/25 20:43:31,24.1875
2024/07/25 20:43:32,24.1875
2024/07/25 20:43:33,24.125
2024/07/25 20:43:34,24.125
2024/07/25 20:43:35,24.125
2024/07/25 20:43:36,24.125
2024/07/25 20:43:37,24.1875
2024/07/25 20:43:38,24.1875
2024/07/25 20:43:39,24.1875
2024/07/25 20:43:40,24.125
2024/07/25 20:43:41,24.125
2024/07/25 20:43:42,24.1875
2024/07/25 20:43:43,24.1875
2024/07/25 20:43:44,24.125
2024/07/25 20:43:45,24.1875
2024/07/25 20:43:46,24.1875
2024/07/25 20:43:47,24.125
2024/07/25 20:43:48,24.125
2024/07/25 20:43:49,24.125
2024/07/25 20:43:50,24.1875
2024/07/25 20:43:51,24.1875
2024/07/25 20:43:52,24.1875
2024/07/25 20:43:53,24.1875
2024/07/25 20:43:54,24.1875
2024/07/25 20:43:55,24.1875
2024/07/25 20:43:56,24.1875
2024/07/25 20:43:57,24.1875
2024/07/25 20:43:59,24.1875
2024/07/25 20:44:00,24.1875
2024/07/25 20:44:01,24.1875
2024/07/25 20:44:02,24.1875
2024/07/25 20:44:03,24.1875
2024/07/25 20:44:04,24.125
2024/07/25 20:44:05,24.125
2024/07/25 20:44:06,24.1875
2024/07/25 20:44:07,24.1875
2024/07/25 20:44:08,24.1875
2024/07/25 20:44:09,24.1875
2024/07/25 20:44:10,24.1875
2024/07/25 20:44:11,24.1875
2024/07/25 20:44:12,24.1875
2024/07/25 20:44:13,24.1875
2024/07/25 20:44:14,24.125
2024/07/25 20:44:15,24.1875
2024/07/25 20:44:16,24.1875
2024/07/25 20:44:17,24.1875
2024/07/25 20:44:18,24.1875
2024/07/25 20:44:19,24.1875
2024/07/25 20:44:20,24.1875
2024/07/25 20:44:21,24.1875
2024/07/25 20:44:22,24.1875
2024/07/25 20:44:23,24.125
2024/07/25 20:44:24,24.1875
2024/07/25 20:44:26,24.1875
2024/07/25 20:44:27,24.1875
2024/07/25 20:44:28,24.1875
2024/07/25 20:44:29,24.1875
2024/07/25 20:44:30,24.1875
2024/07/25 20:44:31,24.1875
2024/07/25 20:44:32,24.1875
2024/07/25 20:44:33,24.125
2024/07/25 20:44:34,24.125
2024/07/25 20:44:35,24.1875
2024/07/25 20:44:36,24.1875
2024/07/25 20:44:37,24.1875
2024/07/25 20:44:38,24.1875
2024/07/25 20:44:39,24.1875
2024/07/25 20:44:40,24.1875
2024/07/25 20:44:41,24.1875
2024/07/25 20:44:42,24.1875
2024/07/25 20:44:43,24.1875
2024/07/25 20:44:44,24.1875
2024/07/25 20:44:45,24.1875
2024/07/25 20:44:46,24.1875
2024/07/25 20:44:47,24.1875
2024/07/25 20:44:48,24.1875
2024/07/25 20:44:49,24.1875
2024/07/25 20:44:50,24.1875
2024/07/25 20:44:51,24.1875
2024/07/25 20:44:52,24.1875
2024/07/25 20:44:53,24.1875
2024/07/25 20:44:54,24.25
2024/07/25 20:44:55,24.1875
2024/07/25 20:44:56,24.1875
2024/07/25 20:44:57,24.1875
2024/07/25 20:44:58,24.1875
2024/07/25 20:45:00,24.1875
2024/07/25 20:45:01,24.1875
2024/07/25 20:45:02,24.1875
2024/07/25 20:45:03,24.1875
2024/07/25 20:45:04,24.1875
2024/07/25 20:45:05,24.1875
2024/07/25 20:45:06,24.1875
2024/07/25 20:45:07,24.1875
2024/07/25 20:45:08,24.1875
2024/07/25 20:45:09,24.1875
2024/07/25 20:45:10,24.25
2024/07/25 20:45:11,24.1875
2024/07/25 20:45:12,24.25
2024/07/25 20:45:13,24.1875
2024/07/25 20:45:14,24.1875
2024/07/25 20:45:15,24.1875
2024/07/25 20:45:16,24.1875
2024/07/25 20:45:17,24.1875
2024/07/25 20:45:18,24.1875
2024/07/25 20:45:19,24.1875
2024/07/25 20:45:20,24.25
2024/07/25 20:45:21,24.1875
2024/07/25 20:45:22,24.25
2024/07/25 20:45:23,24.1875
2024/07/25 20:45:24,24.1875
2024/07/25 20:45:25,24.1875
2024/07/25 20:45:26,24.1875
2024/07/25 20:45:27,24.25
2024/07/25 20:45:28,24.25
2024/07/25 20:45:29,24.25
2024/07/25 20:45:30,24.25
2024/07/25 20:45:31,24.25
2024/07/25 20:45:33,24.1875
